{'nome': 'Levi da Cunha', 'email': 'levi.cunha@gmail.com', 'cpf': '863.052.791-95', 'celular': '(31) 9164-05374', 'idade': '86', 'data_nascimento': '10/05/1935', 'data_cadastro': '09/04/1969', 'status': 'válido'}
{'nome': 'Davi Lucas Cardoso', 'email': 'davi.cardoso@gmail.com', 'cpf': '032.659.471-06', 'celular': '(21) 9238-76822', 'idade': '44', 'data_nascimento': '05/07/1977', 'data_cadastro': '02/03/2012', 'status': 'válido'}
{'nome': 'Augusto Duarte da Cunha', 'email': 'augusto.cunha@gmail.com', 'cpf': '485.319.206-98', 'celular': '(31) 9854-20079', 'idade': '30', 'data_nascimento': '16/08/1991', 'data_cadastro': '30/10/2004', 'status': 'válido'}
{'nome': 'Davi Luiz Silveira', 'email': 'davi.silveira@gmail.com', 'cpf': '291.347.086-69', 'celular': '(31) 9208-33446', 'idade': '38', 'data_nascimento': '04/08/1983', 'data_cadastro': '17/07/2019', 'status': 'válido'}
{'nome': 'Alice Alves', 'email': 'alice.alves@gmail.com', 'cpf': '508.214.673-44', 'celular': '(21) 9193-07840', 'idade': '94', 'data_nascimento': '01/02/1928', 'data_cadastro': '31/12/1943', 'status': 'válido'}
{'nome': 'Emanuel da Rocha Santos', 'email': 'emanuel.santos@gmail.com', 'cpf': '208.651.493-05', 'celular': '(81) 9078-40861', 'idade': '55', 'data_nascimento': '16/06/1966', 'data_cadastro': '01/10/1982', 'status': 'válido'}
{'nome': 'Nicolas Caldeira', 'email': 'nicolas.caldeira@gmail.com', 'cpf': '514.827.609-67', 'celular': '(61) 9476-71740', 'idade': '27', 'data_nascimento': '18/04/1994', 'data_cadastro': '28/02/2003', 'status': 'válido'}
{'nome': 'Maria Luiza Cavalcanti', 'email': 'maria.cavalcanti@gmail.com', 'cpf': '210.694.573-61', 'celular': '(11) 9357-47619', 'idade': '57', 'data_nascimento': '11/01/1965', 'data_cadastro': '26/02/1979', 'status': 'válido'}
{'nome': 'Enzo Nogueira', 'email': 'enzo.nogueira@gmail.com', 'cpf': '314.598.627-91', 'celular': '(11) 9380-67766', 'idade': '68', 'data_nascimento': '10/04/1953', 'data_cadastro': '19/04/1955', 'status': 'válido'}
{'nome': 'Danilo Caldeira', 'email': 'danilo.caldeira@gmail.com', 'cpf': '029.174.536-99', 'celular': '(81) 9119-31410', 'idade': '50', 'data_nascimento': '13/08/1971', 'data_cadastro': '12/11/2006', 'status': 'válido'}
{'nome': 'João Gabriel Pires', 'email': 'joao.pires@gmail.com', 'cpf': '130.259.768-02', 'celular': '(51) 9879-01249', 'idade': '22', 'data_nascimento': '14/09/1999', 'data_cadastro': '19/05/2004', 'status': 'válido'}
{'nome': 'Luiz Gustavo Nascimento', 'email': 'luiz.nascimento@gmail.com', 'cpf': '784.361.920-87', 'celular': '(51) 9858-06169', 'idade': '29', 'data_nascimento': '19/03/1992', 'data_cadastro': '17/12/2015', 'status': 'válido'}
{'nome': 'Laís Castro', 'email': 'lais.castro@gmail.com', 'cpf': '985.063.427-83', 'celular': '(21) 9734-12406', 'idade': '83', 'data_nascimento': '18/07/1938', 'data_cadastro': '14/09/1987', 'status': 'válido'}
{'nome': 'João Lucas Nunes', 'email': 'joao.nunes@gmail.com', 'cpf': '869.702.145-67', 'celular': '(21) 9403-95535', 'idade': '37', 'data_nascimento': '14/04/1984', 'data_cadastro': '30/07/1997', 'status': 'válido'}
{'nome': 'Emanuel Nascimento', 'email': 'emanuel.nascimento@gmail.com', 'cpf': '371.680.524-62', 'celular': '(11) 9938-70147', 'idade': '34', 'data_nascimento': '18/03/1987', 'data_cadastro': '01/04/1988', 'status': 'válido'}
{'nome': 'Luiza Moreira das Neves', 'email': 'luiza.neves@gmail.com', 'cpf': '408.915.263-15', 'celular': '(21) 9086-58542', 'idade': '90', 'data_nascimento': '13/02/1932', 'data_cadastro': '03/12/1999', 'status': 'válido'}
{'nome': 'Samuel da Mata', 'email': 'samuel.mata@gmail.com', 'cpf': '129.846.305-05', 'celular': '(71) 9686-41391', 'idade': '19', 'data_nascimento': '03/05/2002', 'data_cadastro': '14/07/2017', 'status': 'válido'}
{'nome': 'Bianca da Paz', 'email': 'bianca.paz@gmail.com', 'cpf': '374.689.150-75', 'celular': '(84) 9123-12214', 'idade': '40', 'data_nascimento': '16/10/1981', 'data_cadastro': '26/06/2018', 'status': 'válido'}
{'nome': 'Esther Porto Vieira', 'email': 'esther.vieira@gmail.com', 'cpf': '976.024.581-76', 'celular': '(11) 9461-91208', 'idade': '82', 'data_nascimento': '05/09/1987', 'data_cadastro': '02/09/1993', 'status': 'válido'}
{'nome': 'João Miguel Pinto', 'email': 'joao.pinto@gmail.com', 'cpf': '186.024.357-62', 'celular': '(84) 9383-61754', 'idade': '31', 'data_nascimento': '02/09/1990', 'data_cadastro': '03/08/2007', 'status': 'válido'}
{'nome': 'João Silva', 'email': 'joao.silva@gmail.com', 'cpf': '147.260.389-31', 'celular': '(71) 9525-92495', 'idade': '49', 'data_nascimento': '18/08/2000', 'data_cadastro': '01/10/2020', 'status': 'válido'}
{'nome': 'Emanuel Pinto', 'email': 'emanuel.pinto@gmail.com', 'cpf': '903.482.617-13', 'celular': '(84) 9200-30614', 'idade': '20', 'data_nascimento': '25/08/2001', 'data_cadastro': '28/12/2012', 'status': 'válido'}
{'nome': 'Isabella da Cunha', 'email': 'isabella.cunha@gmail.com', 'cpf': '038.619.247-22', 'celular': '(84) 9028-08213', 'idade': '102', 'data_nascimento': '29/11/1919', 'data_cadastro': '31/05/1953', 'status': 'válido'}
{'nome': 'Kamilly Farias', 'email': 'kamilly.farias@gmail.com', 'cpf': '098.341.725-32', 'celular': '(84) 9120-90871', 'idade': '57', 'data_nascimento': '02/03/1964', 'data_cadastro': '30/12/2014', 'status': 'válido'}
{'nome': 'Emanuel Cardoso', 'email': 'emanuel.cardoso@gmail.com', 'cpf': '075.429.138-32', 'celular': '(51) 9895-65523', 'idade': '101', 'data_nascimento': '27/06/1920', 'data_cadastro': '24/09/1994', 'status': 'válido'}
{'nome': 'Emanuella Carvalho', 'email': 'emanuella.carvalho@gmail.com', 'cpf': '185.296.473-19', 'celular': '(21) 9526-49932', 'idade': '102', 'data_nascimento': '11/11/1919', 'data_cadastro': '05/11/1992', 'status': 'válido'}
{'nome': 'Erick Moura', 'email': 'erick.moura@gmail.com', 'cpf': '563.094.821-06', 'celular': '(61) 9679-71139', 'idade': '38', 'data_nascimento': '31/12/1983', 'data_cadastro': '26/12/1984', 'status': 'válido'}
{'nome': 'Yuri Costa da Cruz', 'email': 'yuri.cruz@gmail.com', 'cpf': '876.042.159-20', 'celular': '(31) 9039-43873', 'idade': '25', 'data_nascimento': '07/04/1996', 'data_cadastro': '11/02/2013', 'status': 'válido'}
{'nome': 'Pedro Miguel da Rocha', 'email': 'pedro.rocha@gmail.com', 'cpf': '730.158.946-84', 'celular': '(81) 9758-99726', 'idade': '25', 'data_nascimento': '18/06/1996', 'data_cadastro': '24/02/2004', 'status': 'válido'}
{'nome': 'Ana Luiza Fogaça', 'email': 'ana.fogaca@gmail.com', 'cpf': '462.731.580-53', 'celular': '(84) 9894-32154', 'idade': '33', 'data_nascimento': '25/06/1988', 'data_cadastro': '29/01/1989', 'status': 'válido'}
{'nome': 'Juliana Ferreira', 'email': 'juliana.ferreira@gmail.com', 'cpf': '584.397.106-66', 'celular': '(41) 9901-46380', 'idade': '23', 'data_nascimento': '30/05/1998', 'data_cadastro': '27/04/2014', 'status': 'válido'}
{'nome': 'Ryan da Cunha', 'email': 'ryan.cunha@gmail.com', 'cpf': '186.732.049-50', 'celular': '(61) 9988-69084', 'idade': '30', 'data_nascimento': '02/07/1991', 'data_cadastro': '19/09/2009', 'status': 'válido'}
{'nome': 'Luigi Campos Lopes', 'email': 'luigi.lopes@gmail.com', 'cpf': '256.170.439-43', 'celular': '(31) 9559-97555', 'idade': '98', 'data_nascimento': '26/06/1923', 'data_cadastro': '18/05/1996', 'status': 'válido'}
{'nome': 'Cauã da Costa', 'email': 'caua.costa@gmail.com', 'cpf': '602.759.438-10', 'celular': '(51) 9505-97435', 'idade': '100', 'data_nascimento': '29/04/1921', 'data_cadastro': '06/04/1977', 'status': 'válido'}
{'nome': 'Ana Lívia Duarte', 'email': 'ana.duarte@gmail.com', 'cpf': '710.689.253-02', 'celular': '(11) 9509-19536', 'idade': '94', 'data_nascimento': '15/05/1927', 'data_cadastro': '25/10/1933', 'status': 'válido'}
{'nome': 'Nina Moura', 'email': 'nina.moura@gmail.com', 'cpf': '480.123.576-07', 'celular': '(11) 9015-97840', 'idade': '38', 'data_nascimento': '16/08/1983', 'data_cadastro': '17/01/2020', 'status': 'válido'}
{'nome': 'Nathan das Neves', 'email': 'nathan.neves@gmail.com', 'cpf': '945.123.680-51', 'celular': '(81) 9269-05230', 'idade': '96', 'data_nascimento': '23/02/1926', 'data_cadastro': '05/12/1966', 'status': 'válido'}
{'nome': 'Daniel Pires', 'email': 'daniel.pires@gmail.com', 'cpf': '192.537.864-00', 'celular': '(11) 9735-17616', 'idade': '93', 'data_nascimento': '13/12/1928', 'data_cadastro': '17/02/2007', 'status': 'válido'}
{'nome': 'Pedro Campos', 'email': 'pedro.campos@gmail.com', 'cpf': '507.438.612-80', 'celular': '(21) 9198-66735', 'idade': '65', 'data_nascimento': '19/02/1957', 'data_cadastro': '17/02/1982', 'status': 'válido'}
{'nome': 'Melissa Vieira', 'email': 'melissa.vieira@gmail.com', 'cpf': '130.962.578-68', 'celular': '(41) 9180-45377', 'idade': '85', 'data_nascimento': '25/07/1936', 'data_cadastro': '07/05/1982', 'status': 'válido'}
{'nome': 'João Almeida', 'email': 'joao.almeida@gmail.com', 'cpf': '108.764.352-07', 'celular': '(21) 9698-38190', 'idade': '55', 'data_nascimento': '17/07/1966', 'data_cadastro': '04/05/1988', 'status': 'válido'}
{'nome': 'Esther Melo', 'email': 'esther.melo@gmail.com', 'cpf': '526.084.379-74', 'celular': '(41) 9017-47234', 'idade': '65', 'data_nascimento': '17/07/1956', 'data_cadastro': '03/02/2009', 'status': 'válido'}
{'nome': 'Luiz Henrique da Luz', 'email': 'luiz.luz@gmail.com', 'cpf': '924.570.831-41', 'celular': '(81) 9727-84508', 'idade': '83', 'data_nascimento': '29/12/1938', 'data_cadastro': '11/04/1974', 'status': 'válido'}
{'nome': 'Matheus Nogueira Costa', 'email': 'matheus.costa@gmail.com', 'cpf': '690.243.785-83', 'celular': '(61) 9939-04397', 'idade': '22', 'data_nascimento': '01/11/1999', 'data_cadastro': '25/04/2001', 'status': 'válido'}
{'nome': 'Marcelo Azevedo', 'email': 'marcelo.azevedo@gmail.com', 'cpf': '468.357.290-74', 'celular': '(61) 9185-55278', 'idade': '50', 'data_nascimento': '17/10/1971', 'data_cadastro': '16/06/1988', 'status': 'válido'}
{'nome': 'Igor Jesus', 'email': 'igor.jesus@gmail.com', 'cpf': '157.062.489-58', 'celular': '(41) 9648-07031', 'idade': '68', 'data_nascimento': '12/09/1920', 'data_cadastro': '09/05/1976', 'status': 'válido'}
{'nome': 'Renan da Paz', 'email': 'renan.paz@gmail.com', 'cpf': '016.823.594-33', 'celular': '(61) 9628-98704', 'idade': '19', 'data_nascimento': '03/04/2002', 'data_cadastro': '19/12/2020', 'status': 'válido'}
{'nome': 'Benjamin das Neves', 'email': 'benjamin.neves@gmail.com', 'cpf': '284.105.796-85', 'celular': '(31) 9675-72624', 'idade': '100', 'data_nascimento': '11/08/1921', 'data_cadastro': '21/11/1934', 'status': 'válido'}
{'nome': 'Levi da Costa', 'email': 'levi.costa@gmail.com', 'cpf': '458.106.372-80', 'celular': '(84) 9554-06800', 'idade': '101', 'data_nascimento': '01/12/1920', 'data_cadastro': '03/11/1975', 'status': 'válido'}
{'nome': 'Pietra da Mota', 'email': 'pietra.mota@gmail.com', 'cpf': '375.829.410-04', 'celular': '(61) 9579-84238', 'idade': '98', 'data_nascimento': '18/05/1923', 'data_cadastro': '25/08/2013', 'status': 'válido'}
{'nome': 'Marcela Campos', 'email': 'marcela.campos@gmail.com', 'cpf': '942.068.751-11', 'celular': '(51) 9090-42266', 'idade': '39', 'data_nascimento': '04/02/1983', 'data_cadastro': '07/03/2004', 'status': 'válido'}
{'nome': 'Maria Eduarda Aragão', 'email': 'maria.aragao@gmail.com', 'cpf': '180.973.642-04', 'celular': '(81) 9971-79591', 'idade': '33', 'data_nascimento': '04/07/1988', 'data_cadastro': '08/01/2017', 'status': 'válido'}
{'nome': 'Pedro Henrique Viana Dias', 'email': 'pedro.dias@gmail.com', 'cpf': '178.436.905-57', 'celular': '(71) 9429-42631', 'idade': '62', 'data_nascimento': '18/07/1959', 'data_cadastro': '15/10/2001', 'status': 'inválido', 'reason': ['Nome inválido: Pedro Henrique Viana Dias - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Francisco Dias', 'email': 'francisco.dias@gmail.com', 'cpf': '357.294.068-00', 'celular': '(41) 9599-13030', 'idade': '87', 'data_nascimento': '08/03/1934', 'data_cadastro': '27/04/2000', 'status': 'válido'}
{'nome': 'Bárbara Viana', 'email': 'barbara.viana@gmail.com', 'cpf': '240.375.689-00', 'celular': '(41) 9078-26910', 'idade': '99', 'data_nascimento': '01/10/1922', 'data_cadastro': '11/09/1996', 'status': 'válido'}
{'nome': 'Sarah Rodrigues Ferreira', 'email': 'sarah.ferreira@gmail.com', 'cpf': '298.365.740-00', 'celular': '(71) 9965-95872', 'idade': '53', 'data_nascimento': '25/12/1968', 'data_cadastro': '18/05/1975', 'status': 'válido'}
{'nome': 'Bryan Cardoso', 'email': 'bryan.cardoso@gmail.com', 'cpf': '072.498.653-74', 'celular': '(84) 9698-17480', 'idade': '101', 'data_nascimento': '12/09/1920', 'data_cadastro': '16/11/2020', 'status': 'válido'}
{'nome': 'Marcelo Carvalho', 'email': 'marcelo.carvalho@gmail.com', 'cpf': '087.215.394-05', 'celular': '(61) 9319-25937', 'idade': '60', 'data_nascimento': '03/01/1962', 'data_cadastro': '02/04/2015', 'status': 'válido'}
{'nome': 'Renan Gonçalves', 'email': 'renan.goncalves@gmail.com', 'cpf': '713.692.480-40', 'celular': '(71) 9326-23247', 'idade': '61', 'data_nascimento': '21/07/1960', 'data_cadastro': '06/01/2000', 'status': 'válido'}
{'nome': 'Calebe Melo', 'email': 'calebe.melo@gmail.com', 'cpf': '419.702.853-97', 'celular': '(41) 9283-42862', 'idade': '65', 'data_nascimento': '14/01/1957', 'data_cadastro': '06/05/1981', 'status': 'válido'}
{'nome': 'Sofia Silveira', 'email': 'sofia.silveira@gmail.com', 'cpf': '256.809.371-40', 'celular': '(51) 9663-08829', 'idade': '47', 'data_nascimento': '31/08/1974', 'data_cadastro': '19/05/1999', 'status': 'válido'}
{'nome': 'Matheus Santos', 'email': 'matheus.santos@gmail.com', 'cpf': '860.423.917-04', 'celular': '(41) 9920-42019', 'idade': '97', 'data_nascimento': '13/02/1925', 'data_cadastro': '16/12/2011', 'status': 'válido'}
{'nome': 'Maria Julia Silva', 'email': 'maria.silva@gmail.com', 'cpf': '395.406.782-00', 'celular': '(84) 9341-32128', 'idade': '88', 'data_nascimento': '20/10/1933', 'data_cadastro': '05/05/2003', 'status': 'válido'}
{'nome': 'Carlos Eduardo Fernandes', 'email': 'carlos.fernandes@gmail.com', 'cpf': '715.894.230-97', 'celular': '(71) 9839-97333', 'idade': '20', 'data_nascimento': '04/12/2001', 'data_cadastro': '30/08/2003', 'status': 'válido'}
{'nome': 'Vitor Souza', 'email': 'vitor.souza@gmail.com', 'cpf': '124.563.089-05', 'celular': '(61) 9703-52319', 'idade': '29', 'data_nascimento': '04/10/1992', 'data_cadastro': '13/06/2010', 'status': 'válido'}
{'nome': 'Leandro Costa', 'email': 'leandro.costa@gmail.com', 'cpf': '715.239.086-02', 'celular': '(31) 9809-92578', 'idade': '73', 'data_nascimento': '05/05/1948', 'data_cadastro': '06/09/2004', 'status': 'válido'}
{'nome': 'Caroline Almeida', 'email': 'caroline.almeida@gmail.com', 'cpf': '301.564.789-00', 'celular': '(51) 9325-64954', 'idade': '35', 'data_nascimento': '08/10/1986', 'data_cadastro': '25/09/2004', 'status': 'válido'}
{'nome': 'Bianca Mendes', 'email': 'bianca.mendes@gmail.com', 'cpf': '306.849.172-03', 'celular': '(31) 9536-28659', 'idade': '25', 'data_nascimento': '24/03/1996', 'data_cadastro': '01/10/2010', 'status': 'válido'}
{'nome': 'João Miguel Porto', 'email': 'joao.porto@gmail.com', 'cpf': '057.364.982-00', 'celular': '(41) 9250-04254', 'idade': '93', 'data_nascimento': '20/10/1928', 'data_cadastro': '26/08/1941', 'status': 'válido'}
{'nome': 'Luiz Otávio Lima', 'email': 'luiz.lima@gmail.com', 'cpf': '185.746.092-85', 'celular': '(71) 9645-21510', 'idade': '22', 'data_nascimento': '07/12/1999', 'data_cadastro': '13/01/2004', 'status': 'válido'}
{'nome': 'Maria Cecília da Paz', 'email': 'maria.paz@gmail.com', 'cpf': '739.180.425-88', 'celular': '(61) 9085-56608', 'idade': '45', 'data_nascimento': '01/10/1976', 'data_cadastro': '22/09/2002', 'status': 'válido'}
{'nome': 'Stella Ferreira', 'email': 'stella.ferreira@gmail.com', 'cpf': '813.465.920-98', 'celular': '(51) 9983-33174', 'idade': '42', 'data_nascimento': '15/11/1979', 'data_cadastro': '28/06/1982', 'status': 'válido'}
{'nome': 'Diego Cardoso', 'email': 'diego.cardoso@gmail.com', 'cpf': '937.681.504-10', 'celular': '(31) 9377-78023', 'idade': '33', 'data_nascimento': '01/10/1988', 'data_cadastro': '16/11/1994', 'status': 'válido'}
{'nome': 'Daniela Barbosa', 'email': 'daniela.barbosa@gmail.com', 'cpf': '752.104.368-53', 'celular': '(71) 9759-02017', 'idade': '21', 'data_nascimento': '16/11/2000', 'data_cadastro': '18/06/2001', 'status': 'válido'}
{'nome': 'Pietra Porto da Paz', 'email': 'pietra.paz@gmail.com', 'cpf': '438.709.251-32', 'celular': '(31) 9567-98920', 'idade': '61', 'data_nascimento': '30/05/1960', 'data_cadastro': '20/06/1985', 'status': 'válido'}
{'nome': 'Bernardo da Rosa', 'email': 'bernardo.rosa@gmail.com', 'cpf': '426.831.970-04', 'celular': '(71) 9650-17082', 'idade': '34', 'data_nascimento': '17/07/1987', 'data_cadastro': '03/11/2015', 'status': 'válido'}
{'nome': 'João Aragão', 'email': 'joao.aragao@gmail.com', 'cpf': '452.608.937-00', 'celular': '(11) 9126-83627', 'idade': '33', 'data_nascimento': '04/07/1988', 'data_cadastro': '07/08/1993', 'status': 'válido'}
{'nome': 'Luiza Carvalho', 'email': 'luiza.carvalho@gmail.com', 'cpf': '149.867.352-09', 'celular': '(51) 9430-21980', 'idade': '68', 'data_nascimento': '12/11/1953', 'data_cadastro': '05/07/1998', 'status': 'válido'}
{'nome': 'Igor Caldeira', 'email': 'igor.caldeira@gmail.com', 'cpf': '851.704.239-50', 'celular': '(84) 9425-27937', 'idade': '73', 'data_nascimento': '05/08/1948', 'data_cadastro': '28/04/2010', 'status': 'válido'}
{'nome': 'Isabel Monteiro', 'email': 'isabel.monteiro@gmail.com', 'cpf': '812.936.504-98', 'celular': '(84) 9341-37216', 'idade': '32', 'data_nascimento': '08/07/1989', 'data_cadastro': '30/08/2004', 'status': 'válido'}
{'nome': 'Anthony Correia', 'email': 'anthony.correia@gmail.com', 'cpf': '096.453.872-56', 'celular': '(31) 9816-69650', 'idade': '18', 'data_nascimento': '17/11/2003', 'data_cadastro': '06/01/2006', 'status': 'válido'}
{'nome': 'Vitor Gabriel Santos', 'email': 'vitor.santos@gmail.com', 'cpf': '153.920.687-40', 'celular': '(61) 9369-06914', 'idade': '83', 'data_nascimento': '08/05/1938', 'data_cadastro': '29/07/1980', 'status': 'válido'}
{'nome': 'Maria Julia Alves', 'email': 'maria.alves@gmail.com', 'cpf': '276.814.935-73', 'celular': '(84) 9041-99061', 'idade': '100', 'data_nascimento': '02/09/1921', 'data_cadastro': '16/11/1983', 'status': 'válido'}
{'nome': 'Lara Farias Fogaça', 'email': 'lara.fogaca@gmail.com', 'cpf': '762.195.038-21', 'celular': '(81) 9605-52923', 'idade': '50', 'data_nascimento': '15/11/1971', 'data_cadastro': '28/12/1972', 'status': 'válido'}
{'nome': 'Thomas Costa', 'email': 'thomas.costa@gmail.com', 'cpf': '268.479.530-47', 'celular': '(21) 9813-97411', 'idade': '23', 'data_nascimento': '05/03/1998', 'data_cadastro': '29/09/2012', 'status': 'válido'}
{'nome': 'Pedro Henrique Rezende', 'email': 'pedro.rezende@gmail.com', 'cpf': '658.790.321-59', 'celular': '(81) 9719-45693', 'idade': '89', 'data_nascimento': '28/02/1932', 'data_cadastro': '23/03/1966', 'status': 'válido'}
{'nome': 'Gabrielly das Neves Araújo', 'email': 'gabrielly.araujo@gmail.com', 'cpf': '685.341.092-06', 'celular': '(84) 9181-06987', 'idade': '42', 'data_nascimento': '07/01/1980', 'data_cadastro': '24/10/1997', 'status': 'inválido', 'reason': ['Nome inválido: Gabrielly das Neves Araújo - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Mariane Moraes', 'email': 'mariane.moraes@gmail.com', 'cpf': '043.125.879-14', 'celular': '(71) 9397-26717', 'idade': '80', 'data_nascimento': '14/07/1941', 'data_cadastro': '08/05/1998', 'status': 'válido'}
{'nome': 'Sarah da Mata', 'email': 'sarah.mata@gmail.com', 'cpf': '532.841.706-26', 'celular': '(41) 9048-14743', 'idade': '82', 'data_nascimento': '14/07/1939', 'data_cadastro': '31/01/1948', 'status': 'válido'}
{'nome': 'Bruno Castro', 'email': 'bruno.castro@gmail.com', 'cpf': '492.751.803-50', 'celular': '(84) 9590-43659', 'idade': '53', 'data_nascimento': '14/09/1968', 'data_cadastro': '01/09/1969', 'status': 'válido'}
{'nome': 'Luiz Henrique da Conceição', 'email': 'luiz.conceicao@gmail.com', 'cpf': '352.697.418-73', 'celular': '(51) 9824-64646', 'idade': '51', 'data_nascimento': '21/06/1970', 'data_cadastro': '22/03/1991', 'status': 'inválido', 'reason': ['Nome inválido: Luiz Henrique da Conceição - Correção: Precisa ter 25 ou menos caracteres']}
